income,delta,predict,islow
2544,-174.8659681,2718.87,0
2748.75,26.37758065,2722.37,0
2376.36,-205.5508813,2581.91,1
2541.17,-82.41144408,2623.58,0
2414.13,-303.8182036,2717.95,1
2725,-266.0372037,2991.04,1
2525,89.46397695,2435.54,0
2427.1,-98.38537377,2525.49,0
2649.24,72.9688186,2576.27,0
2714,278.0413041,2435.96,0
2446.37,175.3786206,2270.99,0
2443.33,140.8638596,2302.47,0
2675,490.7796804,2184.22,0
2728.23,174.806637,2553.42,0
2676.42,127.1849038,2549.24,0
2741,-102.3412848,2843.34,0
2396,-206.7293051,2602.73,1
2430,154.6825358,2275.32,0
2530,-75.99823782,2606.00,0
2560.5,36.82025761,2523.68,0
2425,293.9032088,2131.10,0
2362,721.9466086,1640.05,0
2378.07,82.70130901,2295.37,0
2562.7,-372.720078,2935.42,1
2700.5,315.0019406,2385.50,0
2595,-283.8185899,2878.82,1
2692.75,222.1222886,2470.63,0
2367.7,309.2439031,2058.46,0
2424,419.5700924,2004.43,0
2549.25,311.6867983,2237.56,0
2462.58,-436.7165748,2899.30,1
2449.53,-275.9155953,2725.45,1
2387,-192.4268436,2579.43,0
2580.2,120.9160315,2459.28,0
2420,13.01117211,2406.99,0
2561.67,-343.5448728,2905.21,1
2538.06,-534.5723292,3072.63,1
2484.33,212.9434147,2271.39,0
2618.33,-104.8737504,2723.20,0
2388.8,-71.21696118,2460.02,0
2469.95,-248.5956009,2718.55,1
2690,127.1308951,2562.87,0
2382.19,-219.8057858,2602.00,1
2415.33,62.63098733,2352.70,0
2742.25,385.1864865,2357.06,0
2512.25,162.7977555,2349.45,0
2652.5,-14.46199928,2666.96,0
2420,-96.67234544,2516.67,0
2363.7,-164.6393135,2528.34,0
2750,-47.93392367,2797.93,0
2552,313.3167606,2238.68,0
2365.33,70.02061934,2295.31,0
2520,-555.9505327,3075.95,1
2360,81.10084493,2278.90,0
2426,226.8096557,2199.19,0
2710,-29.0544898,2739.05,0
2449,418.1064603,2030.89,0
2487.5,-221.3571447,2708.86,1
2503,-94.84570558,2597.85,0
2595.4,15.38193818,2580.02,0
2619,187.1650906,2431.83,0
2552.47,202.0700996,2350.40,0
2596,-350.2006699,2946.20,1
2351.25,244.2230627,2107.03,0
2494.33,3.647349472,2490.68,0
2689.75,-66.49275975,2756.24,0
2663,7.348248389,2655.65,0
2474.61,-359.8267645,2834.44,1
2565,-567.5899927,3132.59,1
2470,271.7215934,2198.28,0
2400.75,-102.7305367,2503.48,0
2416,164.5639546,2251.44,0
2548,115.227631,2432.77,0
2382,-191.1318245,2573.13,0
2361,-515.5749617,2876.57,1
2406.88,-416.0345318,2822.91,1
2652.5,-53.67473408,2706.17,0
2582.67,-49.81462225,2632.48,0
2530,279.6301607,2250.37,0
2482.67,-459.9069181,2942.58,1
2553.33,-348.0221451,2901.35,1
2688.33,34.12193924,2654.21,0
2472,22.72095176,2449.28,0
2560,-227.1001281,2787.10,1
2455,161.0313493,2293.97,0
2461.78,-10.2307175,2472.01,0
2500.33,-194.3990983,2694.73,0
2547.5,-97.35853331,2644.86,0
2540,86.83984405,2453.16,0
2674.2,77.61420738,2596.59,0
2600,-152.8360039,2752.84,0
2592.32,-9.677929671,2602.00,0
2375,200.732069,2174.27,0
2414.7,48.29336591,2366.41,0
2394,-80.72079942,2474.72,0
2445,-144.5023646,2589.50,0
2466.67,17.7224243,2448.95,0
2581.55,-35.8110614,2617.36,0
2369.8,42.27353102,2327.53,0
2513.33,260.7764044,2252.55,0
2433.33,-14.77404481,2448.10,0
2610,74.4891877,2535.51,0
2525,-235.2001642,2760.20,1
2643.5,-693.6261463,3337.13,1
2498.88,137.1923034,2361.69,0
2563.4,-199.9878204,2763.39,0
2604,280.2399552,2323.76,0
2368,-260.799868,2628.80,1
2629.56,88.17348852,2541.39,0
2560,62.3877571,2497.61,0
2534.12,-34.53642788,2568.66,0
2550,291.5994357,2258.40,0
2438,96.62465121,2341.38,0
2416,44.09881448,2371.90,0
2418.3,9.960427196,2408.34,0
2604.02,-43.7869397,2647.81,0
2372,-102.6637849,2474.66,0
2469.2,289.8237321,2179.38,0
2630,-3.06903233,2633.07,0
2486.33,-330.1425674,2816.47,1
2563.22,-295.0300207,2858.25,1
2728,19.97402847,2708.03,0
2446,76.35178398,2369.65,0
2482,563.0530053,1918.95,0
2670.73,468.3760637,2202.35,0
2453.33,-33.1550708,2486.49,0
2387.5,-160.9312866,2548.43,0
2584.8,-279.516187,2864.32,1
2616.67,276.2986951,2340.37,0
2742,166.9465963,2575.05,0
2600.5,28.08136541,2572.42,0
2620,-495.7938244,3115.79,1
2626.67,-218.5367536,2845.21,1
2608.25,258.8980473,2349.35,0
2425,60.77799093,2364.22,0
2475,-88.69271166,2563.69,0
2614.33,-60.84902497,2675.18,0
2650,96.2842619,2553.72,0
2455,-108.7410015,2563.74,0
2436.75,353.1861954,2083.56,0
2398.75,35.22413007,2363.53,0
2615,48.29079516,2566.71,0
2475,0.000649285,2475.00,0
2405.5,467.6514649,1937.85,0
2608.38,107.4470459,2500.93,0
2458.09,77.59413604,2380.50,0
2400.67,-156.3167427,2556.99,0
2712.06,363.8072327,2348.25,0
2509.86,591.1408886,1918.72,0
2698.75,291.5785481,2407.17,0
2629.55,131.857663,2497.69,0
2385.6,524.8850663,1860.71,0
2700,41.29820017,2658.70,0
2418,-574.624071,2992.62,1
2416.67,-105.8483846,2522.52,0
2455.33,-217.0546298,2672.38,1
2419.25,-248.2069342,2667.46,1
2350,-128.332292,2478.33,0
2708.67,-60.26485233,2768.93,0
2558.33,426.2412021,2132.09,0
2393.88,-512.5000354,2906.38,1
2540,-180.2475976,2720.25,0
2728.5,399.5141606,2328.99,0
2540,225.1180432,2314.88,0
2640,-40.82871708,2680.83,0
2636.4,143.3930325,2493.01,0
2708.75,286.7986648,2421.95,0
2503.75,-284.0748825,2787.82,1
2448.2,-298.4906528,2746.69,1
2602.5,-363.2032389,2965.70,1
2554,-541.3245612,3095.32,1
2569,206.8266548,2362.17,0
2714.3,68.46340615,2645.84,0
2633.25,-101.6378379,2734.89,0
2647,239.7580148,2407.24,0
2478.28,147.8632368,2330.42,0
2605.33,-16.1380462,2621.47,0
2497,-220.8073665,2717.81,1
2720,-24.68654222,2744.69,0
2407.33,-281.2229035,2688.55,1
2363.98,204.0335902,2159.95,0
2500,-24.25775793,2524.26,0
2396.3,-77.62555695,2473.93,0
2419,-3.032818598,2422.03,0
2630,-192.6058819,2822.61,0
2576.67,-28.15887836,2604.83,0
2423.5,28.88805057,2394.61,0
2412.11,-398.107942,2810.22,1
2380,-69.04391047,2449.04,0
